0              //Pixel 000:   0
0              //Pixel 001:   0
0              //Pixel 002:   0
0              //Pixel 003:   0
0              //Pixel 004:   0
0              //Pixel 005:   0
0              //Pixel 006:   0
0              //Pixel 007:   0
0              //Pixel 008:   0
0              //Pixel 009:   0
0              //Pixel 010:   0
0              //Pixel 011:   0
0              //Pixel 012:   0
0              //Pixel 013:   0
0              //Pixel 014:   0
0              //Pixel 015:   0
0              //Pixel 016:   0
0              //Pixel 017:   0
0              //Pixel 018:   0
0              //Pixel 019:   0
0              //Pixel 020:   0
0              //Pixel 021:   0
0              //Pixel 022:   0
0              //Pixel 023:   0
0              //Pixel 024:   0
0              //Pixel 025:   0
0              //Pixel 026:   0
0              //Pixel 027:   0
0              //Pixel 028:   0
0              //Pixel 029:   0
0              //Pixel 030:   0
0              //Pixel 031:   0
0              //Pixel 032:   0
0              //Pixel 033:   0
0              //Pixel 034:   0
0              //Pixel 035:   0
0              //Pixel 036:   0
0              //Pixel 037:   0
0              //Pixel 038:   0
0              //Pixel 039:   0
0              //Pixel 040:   0
0              //Pixel 041:   0
0              //Pixel 042:   0
0              //Pixel 043:   0
0              //Pixel 044:   0
0              //Pixel 045:   0
0              //Pixel 046:   0
0              //Pixel 047:   0
0              //Pixel 048:   0
0              //Pixel 049:   0
0              //Pixel 050:   0
0              //Pixel 051:   0
0              //Pixel 052:   0
0              //Pixel 053:   0
0              //Pixel 054:   0
0              //Pixel 055:   0
0              //Pixel 056:   0
0              //Pixel 057:   0
0              //Pixel 058:   0
0              //Pixel 059:   0
0              //Pixel 060:   0
0              //Pixel 061:   0
0              //Pixel 062:   0
0              //Pixel 063:   0
0              //Pixel 064:   0
0              //Pixel 065:   0
0              //Pixel 066:   0
0              //Pixel 067:   0
0              //Pixel 068:   0
0              //Pixel 069:   0
0              //Pixel 070:   0
0              //Pixel 071:   0
0              //Pixel 072:   0
0              //Pixel 073:   0
0              //Pixel 074:   0
0              //Pixel 075:   0
0              //Pixel 076:   0
0              //Pixel 077:   0
0              //Pixel 078:   0
0              //Pixel 079:   0
0              //Pixel 080:   0
0              //Pixel 081:   0
0              //Pixel 082:   0
0              //Pixel 083:   0
0              //Pixel 084:   0
0              //Pixel 085:   0
0              //Pixel 086:   0
0              //Pixel 087:   0
0              //Pixel 088:   0
0              //Pixel 089:   0
0              //Pixel 090:   0
0              //Pixel 091:   0
0              //Pixel 092:   0
0              //Pixel 093:   0
0              //Pixel 094:   0
0              //Pixel 095:   0
0              //Pixel 096:   0
0              //Pixel 097:   0
0              //Pixel 098:   0
0              //Pixel 099:   0
0              //Pixel 100:   0
0              //Pixel 101:   0
0              //Pixel 102:   0
0              //Pixel 103:   0
0              //Pixel 104:   0
0              //Pixel 105:   0
0              //Pixel 106:   0
0              //Pixel 107:   0
0              //Pixel 108:   0
0              //Pixel 109:   0
0              //Pixel 110:   0
0              //Pixel 111:   0
0              //Pixel 112:   0
0              //Pixel 113:   0
0              //Pixel 114:   0
0              //Pixel 115:   0
0              //Pixel 116:   0
0              //Pixel 117:   0
0              //Pixel 118:   0
0              //Pixel 119:   0
0              //Pixel 120:   0
0              //Pixel 121:   0
0              //Pixel 122:   0
0              //Pixel 123:   0
0              //Pixel 124:   0
0              //Pixel 125:   0
0              //Pixel 126:   0
0              //Pixel 127:   0
0              //Pixel 128:   0
0              //Pixel 129:   0
0              //Pixel 130:   0
0              //Pixel 131:   0
0              //Pixel 132:   0
0              //Pixel 133:   0
0              //Pixel 134:   0
0              //Pixel 135:   0
0              //Pixel 136:   0
0              //Pixel 137:   0
0              //Pixel 138:   0
0              //Pixel 139:   0
0              //Pixel 140:   0
0              //Pixel 141:   0
0              //Pixel 142:   0
0              //Pixel 143:   0
0              //Pixel 144:   0
0              //Pixel 145:   0
0              //Pixel 146:   0
0              //Pixel 147:   0
0              //Pixel 148:   0
0              //Pixel 149:   0
0              //Pixel 150:   0
0              //Pixel 151:   0
0              //Pixel 152:   0
0              //Pixel 153:   0
0              //Pixel 154:   0
0              //Pixel 155:   0
0              //Pixel 156:   0
0              //Pixel 157:   0
0              //Pixel 158:   0
0              //Pixel 159:   0
0              //Pixel 160:   0
0              //Pixel 161:   0
0              //Pixel 162:   0
0              //Pixel 163:   0
0              //Pixel 164:   0
0              //Pixel 165:   0
0              //Pixel 166:   0
0              //Pixel 167:   0
0              //Pixel 168:   0
0              //Pixel 169:   0
0              //Pixel 170:   0
0              //Pixel 171:   0
0              //Pixel 172:   0
0              //Pixel 173:   0
0              //Pixel 174:   0
0              //Pixel 175:   0
0              //Pixel 176:   0
0              //Pixel 177:   0
0              //Pixel 178:   0
0              //Pixel 179:   0
0              //Pixel 180:   0
0              //Pixel 181:   0
0              //Pixel 182:   0
0              //Pixel 183:   0
0              //Pixel 184:   0
0              //Pixel 185:   0
0              //Pixel 186:   0
0              //Pixel 187:   0
0              //Pixel 188:   0
0              //Pixel 189:   0
0              //Pixel 190:   0
0              //Pixel 191:   0
0              //Pixel 192:   0
0              //Pixel 193:   0
0              //Pixel 194:   0
0              //Pixel 195:   0
0              //Pixel 196:   0
0              //Pixel 197:   0
0              //Pixel 198:   0
0              //Pixel 199:   0
0              //Pixel 200:   0
0              //Pixel 201:   0
0              //Pixel 202:   0
0              //Pixel 203:   0
0              //Pixel 204:   0
0              //Pixel 205:   0
0              //Pixel 206:   0
0              //Pixel 207:   0
0              //Pixel 208:   0
0              //Pixel 209:   0
0              //Pixel 210:   0
0              //Pixel 211:   0
0              //Pixel 212:   0
0              //Pixel 213:   0
0              //Pixel 214:   0
0              //Pixel 215:   0
0              //Pixel 216:   0
0              //Pixel 217:   0
0              //Pixel 218:   0
0              //Pixel 219:   0
0              //Pixel 220:   0
0              //Pixel 221:   0
0              //Pixel 222:   0
0              //Pixel 223:   0
0              //Pixel 224:   0
0              //Pixel 225:   0
0              //Pixel 226:   0
0              //Pixel 227:   0
0              //Pixel 228:   0
0              //Pixel 229:   0
0              //Pixel 230:   0
0              //Pixel 231:   0
0              //Pixel 232:   0
0              //Pixel 233:   0
0              //Pixel 234:   0
0              //Pixel 235:   0
0              //Pixel 236:   0
0              //Pixel 237:   0
0              //Pixel 238:   0
0              //Pixel 239:   0
0              //Pixel 240:   0
0              //Pixel 241:   0
0              //Pixel 242:   0
0              //Pixel 243:   0
0              //Pixel 244:   0
0              //Pixel 245:   0
0              //Pixel 246:   0
0              //Pixel 247:   0
0              //Pixel 248:   0
0              //Pixel 249:   0
0              //Pixel 250:   0
0              //Pixel 251:   0
0              //Pixel 252:   0
0              //Pixel 253:   0
0              //Pixel 254:   0
0              //Pixel 255:   0
0              //Pixel 256:   0
1              //Pixel 257:   1
1ff            //Pixel 258:  -1
1              //Pixel 259:   1
1              //Pixel 260:   1
3              //Pixel 261:   3
5              //Pixel 262:   5
0              //Pixel 263:   0
1ff            //Pixel 264:  -1
4              //Pixel 265:   4
3              //Pixel 266:   3
1              //Pixel 267:   1
1              //Pixel 268:   1
0              //Pixel 269:   0
1ff            //Pixel 270:  -1
1              //Pixel 271:   1
4              //Pixel 272:   4
0              //Pixel 273:   0
1              //Pixel 274:   1
1ff            //Pixel 275:  -1
1fe            //Pixel 276:  -2
1ff            //Pixel 277:  -1
2              //Pixel 278:   2
1fe            //Pixel 279:  -2
0              //Pixel 280:   0
4              //Pixel 281:   4
5              //Pixel 282:   5
7              //Pixel 283:   7
9              //Pixel 284:   9
b              //Pixel 285:  11
4              //Pixel 286:   4
5              //Pixel 287:   5
1              //Pixel 288:   1
1ff            //Pixel 289:  -1
0              //Pixel 290:   0
1fe            //Pixel 291:  -2
0              //Pixel 292:   0
1              //Pixel 293:   1
1ff            //Pixel 294:  -1
2              //Pixel 295:   2
2              //Pixel 296:   2
0              //Pixel 297:   0
0              //Pixel 298:   0
5              //Pixel 299:   5
1              //Pixel 300:   1
0              //Pixel 301:   0
4              //Pixel 302:   4
2              //Pixel 303:   2
4              //Pixel 304:   4
1              //Pixel 305:   1
1              //Pixel 306:   1
1ff            //Pixel 307:  -1
1ff            //Pixel 308:  -1
1fe            //Pixel 309:  -2
1ff            //Pixel 310:  -1
1fe            //Pixel 311:  -2
1              //Pixel 312:   1
0              //Pixel 313:   0
1fd            //Pixel 314:  -3
1              //Pixel 315:   1
1              //Pixel 316:   1
0              //Pixel 317:   0
1              //Pixel 318:   1
1ff            //Pixel 319:  -1
0              //Pixel 320:   0
0              //Pixel 321:   0
2              //Pixel 322:   2
1fd            //Pixel 323:  -3
4              //Pixel 324:   4
1              //Pixel 325:   1
0              //Pixel 326:   0
2              //Pixel 327:   2
1ff            //Pixel 328:  -1
1fd            //Pixel 329:  -3
0              //Pixel 330:   0
1              //Pixel 331:   1
1              //Pixel 332:   1
1fd            //Pixel 333:  -3
0              //Pixel 334:   0
0              //Pixel 335:   0
1fe            //Pixel 336:  -2
1ff            //Pixel 337:  -1
1ff            //Pixel 338:  -1
1              //Pixel 339:   1
0              //Pixel 340:   0
1              //Pixel 341:   1
0              //Pixel 342:   0
0              //Pixel 343:   0
0              //Pixel 344:   0
1              //Pixel 345:   1
0              //Pixel 346:   0
2              //Pixel 347:   2
2              //Pixel 348:   2
2              //Pixel 349:   2
1ff            //Pixel 350:  -1
1ff            //Pixel 351:  -1
1              //Pixel 352:   1
1              //Pixel 353:   1
4              //Pixel 354:   4
3              //Pixel 355:   3
1              //Pixel 356:   1
1              //Pixel 357:   1
0              //Pixel 358:   0
0              //Pixel 359:   0
1fd            //Pixel 360:  -3
4              //Pixel 361:   4
1              //Pixel 362:   1
2              //Pixel 363:   2
1ff            //Pixel 364:  -1
0              //Pixel 365:   0
0              //Pixel 366:   0
2              //Pixel 367:   2
1ff            //Pixel 368:  -1
1fe            //Pixel 369:  -2
6              //Pixel 370:   6
2              //Pixel 371:   2
1              //Pixel 372:   1
2              //Pixel 373:   2
1fe            //Pixel 374:  -2
0              //Pixel 375:   0
1ff            //Pixel 376:  -1
2              //Pixel 377:   2
3              //Pixel 378:   3
2              //Pixel 379:   2
2              //Pixel 380:   2
1              //Pixel 381:   1
0              //Pixel 382:   0
1              //Pixel 383:   1
5              //Pixel 384:   5
1              //Pixel 385:   1
2              //Pixel 386:   2
0              //Pixel 387:   0
2              //Pixel 388:   2
1              //Pixel 389:   1
0              //Pixel 390:   0
0              //Pixel 391:   0
1ff            //Pixel 392:  -1
2              //Pixel 393:   2
1ff            //Pixel 394:  -1
6              //Pixel 395:   6
1ff            //Pixel 396:  -1
2              //Pixel 397:   2
1              //Pixel 398:   1
1              //Pixel 399:   1
0              //Pixel 400:   0
1fe            //Pixel 401:  -2
0              //Pixel 402:   0
1fe            //Pixel 403:  -2
0              //Pixel 404:   0
1              //Pixel 405:   1
3              //Pixel 406:   3
4              //Pixel 407:   4
